1, 90, 306, 398, 1
2, 120, 280, 429, 1
3, 30, 305, 723, 1
4, 90, 293, 584, 1
5, 250, 0, 420,2
6, 200, 282, 349, 1
7, 160, 311, 334, 2
8, 120, 252, 518, 2
9, 90, 0, 690,1
10, 120, 257, 702, 1
11, 120, 235, 686, 1
12, 200, 230, 545, 1
13, 120, 278, 739, 1
14, 90, 0, 497, 2
15, 160, 0, 549, 1
16, 90, 337, 320, 1
17, 160, 0, 652,1
18, 30, 844, 683, 1
19, 200, 267, 596, 1
20, 60, 0, 407,2
21, 90, 272, 730, 1
22, 250, 804, 332, 1
23, 200, 845, 608, 1
24, 120, 259, 652, 1
25, 250, 271, 432, 1
26, 120, 371, 572, 1
27, 90, 283, 445, 1
28, 60, 306, 719, 1
29, 90, 0, 565,2
30, 120, 307, 456, 2
31, 60, 262, 520, 2
32, 250, 393, 784, 1
33, 30, 291, 734, 1
34, 30, 404, 779, 2
35, 30, 0, 548, 1
36, 60, 365, 320, 2
37, 120, 393, 529, 1
38, 200, 335, 511, 1
39, 60, 308, 764, 1
40, 60, 333, 550, 1
41, 120, 0, 501,2
42, 200, 381, 475, 1
43, 30, 326, 546, 1
44, 90, 459, 311, 1
45, 250, 393, 634, 1
46, 200, 663, 674, 2
47, 90, 394, 373, 2
48, 90, 326, 769, 2
49, 30, 332, 495, 2
50, 250, 299, 655, 2
51, 90, 283, 484, 2
52, 160, 377, 312, 1
53, 120, 309, 302, 1
54, 90, 363, 660, 1
55, 90, 774, 715, 1
56, 30, 355, 385, 2
57, 30, 404, 700, 1
58, 60, 292, 614, 2
59, 250, 385, 453, 1
60, 120, 896, 541, 1
61, 60, 329, 522, 2
62, 200, 422, 351, 1
63, 200, 340, 337, 2
64, 90, 328, 348, 1
65, 90, 276, 634, 1
66, 60, 268, 799, 1
67, 160, 273, 799, 1
68, 250, 827, 300, 1
69, 60, 262, 544, 1
70, 250, 302, 798, 1
71, 200, 915, 756, 1
72, 200, 325, 346, 1
73, 250, 412, 655, 2
74, 30, 386, 521, 2
75, 250, 438, 653, 2
76, 200, 320, 352, 1
77, 250, 319, 430, 2
78, 30, 345, 544, 1
79, 120, 363, 528, 1
80, 160, 285, 462, 1
81, 160, 283, 312, 2
82, 200, 289, 333, 1
83, 60, 289, 453, 1
84, 60, 273, 349, 1
85, 90, 289, 772, 1
86, 250, 501, 502, 1
87, 250, 387, 786, 1
88, 200, 363, 729, 1
89, 160, 360, 454, 2
90, 160, 327, 504, 2
91, 30, 323, 620, 1
92, 250, 310, 467, 1
93, 160, 251, 385, 1
94, 60, 404, 348, 2
95, 120, 317, 543, 1
96, 250, 376, 701, 1
97, 160, 259, 336, 1
98, 30, 410, 651, 2
99, 60, 278, 746, 1
100, 30, 340, 594, 1
101, 30, 361, 406, 2
102, 250, 0, 310,2
103, 90, 326, 309, 2
104, 60, 304, 516, 2
105, 120, 336, 735, 2
106, 200, 294, 647, 1
107, 30, 323, 392, 1
108, 160, 372, 608, 2
109, 30, 374, 648, 1
110, 120, 339, 637, 2
111, 200, 341, 417, 1
112, 30, 392, 461, 2
113, 250, 0, 551, 1
114, 200, 309, 423, 1
115, 60, 366, 506, 2
116, 160, 387, 355, 1
117, 250, 516, 739, 2
118, 120, 320, 365, 2
119, 160, 296, 380, 2
120, 160, 347, 616, 1
121, 60, 338, 461, 1
122, 30, 318, 400, 2
123, 200, 292, 388, 1
124, 200, 0, 439,1
125, 250, 285, 786, 1
126, 250, 294, 402, 1
127, 90, 331, 509, 1
128, 90, 243, 606, 1
129, 250, 0, 310,2
130, 160, 327, 491, 2
131, 30, 0, 334,1
132, 90, 339, 370, 2
133, 120, 395, 751, 1
134, 60, 373, 353, 2
135, 250, 0, 402,2
136, 30, 274, 654, 1
137, 120, 297, 612, 1
138, 60, 261, 620, 1
139, 30, 280, 767, 1
140, 160, 289, 692, 1
141, 120, 276, 376, 1
142, 90, 257, 389, 1
143, 90, 280, 526, 1
144, 160, 347, 409, 1
145, 250, 428, 789, 1
146, 160, 301, 736, 1
147, 200, 421, 348, 2
148, 200, 314, 627, 1
149, 120, 260, 554, 1
150, 90, 288, 711, 1
151, 200, 272, 563, 1
152, 120, 0, 384,2
153, 160, 355, 499, 1
154, 90, 301, 303, 1
155, 30, 0, 693,1
156, 160, 310, 389, 1
157, 250, 337, 640, 1
158, 120, 277, 616, 1
159, 160, 362, 754, 2
160, 120, 342, 474, 2
161, 250, 910, 749, 1
162, 30, 350, 555, 1
163, 200, 0, 782,2
164, 30, 326, 594, 2
165, 160, 283, 514, 2
166, 60, 314, 533, 2
167, 200, 435, 668, 1
168, 250, 344, 333, 1
169, 120, 330, 502, 1
170, 200, 353, 728, 2
171, 60, 298, 715, 1
172, 30, 291, 421, 2
173, 120, 271, 701, 2
174, 60, 308, 444, 2
175, 200, 0, 395,1
176, 90, 300, 622, 2
177, 160, 278, 410, 2
178, 160, 845, 646, 1
179, 120, 281, 481, 1
180, 200, 293, 727, 1
181, 250, 359, 676, 1
182, 60, 346, 422, 1
183, 250, 291, 339, 1
184, 60, 333, 765, 2
185, 200, 424, 697, 2
186, 250, 389, 621, 1
187, 120, 307, 374, 2
188, 30, 345, 534, 1
189, 90, 310, 431, 1
190, 90, 292, 304, 1
191, 250, 363, 752, 2
192, 60, 310, 626, 2
193, 30, 952, 764, 1
194, 160, 415, 309, 1
195, 60, 289, 518, 1
196, 90, 0, 325,2
197, 120, 455, 506, 1
198, 120, 335, 729, 1
199, 30, 471, 483, 1
200, 200, 402, 566, 1
201, 200, 304, 712, 1
202, 200, 374, 407, 2
203, 60, 303, 658, 1
204, 60, 333, 654, 2
205, 30, 339, 512, 1
206, 200, 334, 706, 1
207, 90, 289, 642, 1
208, 120, 471, 306, 1
209, 160, 330, 306, 1
210, 60, 328, 550, 2
211, 60, 0, 756,2
212, 250, 302, 327, 2
213, 200, 261, 422, 1
214, 250, 281, 397, 1
215, 90, 282, 495, 1
216, 90, 293, 733, 1
217, 30, 387, 401, 2
218, 120, 324, 602, 2
219, 90, 321, 721, 2
220, 60, 373, 433, 1
221, 60, 352, 531, 1
